LGA_CODE_2021,G01_Tot_P_M,G01_Tot_P_F,G01_Age_0_4_yr_M,G01_Age_0_4_yr_F,G01_Age_0_4_yr_P,G01_Age_5_14_yr_M,G01_Age_5_14_yr_F,G01_Age_5_14_yr_P,G01_Age_15_19_yr_M,G01_Age_15_19_yr_F,G01_Age_15_19_yr_P,G01_Age_20_24_yr_M,G01_Age_20_24_yr_F,G01_Age_20_24_yr_P,G01_Age_25_34_yr_M,G01_Age_25_34_yr_F,G01_Age_25_34_yr_P,G01_Age_35_44_yr_M,G01_Age_35_44_yr_F,G01_Age_35_44_yr_P,G01_Age_45_54_yr_M,G01_Age_45_54_yr_F,G01_Age_45_54_yr_P,G01_Age_55_64_yr_M,G01_Age_55_64_yr_F,G01_Age_55_64_yr_P,G01_Age_65_74_yr_M,G01_Age_65_74_yr_F,G01_Age_65_74_yr_P,G01_Age_75_84_yr_M,G01_Age_75_84_yr_F,G01_Age_75_84_yr_P,G01_Age_85ov_M,G01_Age_85ov_F,G01_Age_85ov_P,G01_Indigenous_P_Tot_M,G01_Indigenous_P_Tot_F,G06_P_Tot_Marrd_reg_marrge,G06_P_Tot_Married_de_facto,G06_P_Tot_Not_married,G29_CF_ChU15_a_Total_F,G29_CF_no_ChU15_a_Total_F
LGA55740,4355,4818,207,192,401,523,616,1146,243,390,638,263,288,553,484,528,1009,557,585,1139,652,681,1334,568,578,1141,491,504,995,289,309,594,82,126,211,48,51,3192,666,2843,704,398
LGA55810,363,290,18,27,40,45,32,80,13,15,25,21,9,30,44,24,70,43,57,97,63,41,104,52,49,103,38,26,72,17,6,23,0,0,9,28,28,67,40,96,16,0
LGA55880,244,219,18,13,33,22,20,45,9,7,5,3,8,18,25,22,42,32,28,62,45,35,75,49,44,100,30,19,45,13,6,20,4,12,16,10,9,162,40,101,35,16
LGA55950,313,265,30,20,46,45,34,79,24,8,34,8,3,16,31,27,62,31,28,60,43,36,82,40,39,85,37,28,68,20,26,46,6,3,11,12,16,245,23,119,46,13
LGA56090,20336,18832,977,895,1871,2432,2232,4662,1226,1134,2359,1142,841,1982,2418,1822,4241,2649,2287,4932,2885,2767,5655,2888,2829,5720,2217,2330,4548,1187,1244,2428,318,457,775,1040,405,14344,3392,10054,2957,1712
LGA56160,49,50,5,3,9,10,13,24,0,0,0,0,0,0,9,8,13,9,4,17,11,8,17,8,7,10,0,3,5,0,0,0,0,0,0,29,16,25,11,25,5,0
LGA56230,8975,9090,486,438,926,1192,1156,2352,490,575,1065,422,406,821,853,914,1768,973,1033,2009,1139,1148,2285,1241,1259,2496,1247,1258,2502,731,701,1433,204,203,409,248,238,6291,1645,4804,1239,620
LGA56300,790,751,23,21,48,74,80,161,36,26,65,11,3,16,43,51,94,93,85,178,97,83,182,130,151,280,180,151,336,79,71,151,15,14,30,25,16,538,157,375,78,36
LGA56370,415,371,24,26,55,50,47,104,6,11,16,19,14,32,53,45,106,38,33,69,53,44,98,66,58,119,54,36,89,34,40,68,17,27,41,11,8,279,68,123,62,15
LGA56460,2350,2427,104,126,226,307,290,599,171,159,325,130,134,261,274,266,536,237,288,524,306,289,592,310,343,654,304,262,567,157,174,326,59,100,159,125,140,1420,362,1402,300,111
LGA56580,10920,11211,485,514,998,1735,1463,3203,883,776,1655,731,658,1389,977,890,1863,1136,1315,2448,1487,1657,3143,1317,1460,2774,1204,1300,2506,713,782,1499,257,397,650,35,50,9332,1034,6037,2049,1107
LGA56620,656,697,42,39,82,107,100,208,69,60,135,55,56,107,107,123,230,104,103,210,84,98,180,60,73,135,27,31,52,6,10,14,0,0,3,549,601,360,42,503,101,17
LGA56730,5744,5619,296,290,588,755,719,1479,355,321,674,312,256,569,679,553,1227,668,634,1305,700,783,1488,813,848,1662,727,707,1438,346,361,706,91,147,237,352,364,3340,1019,3243,686,318
LGA56790,1708,1522,63,68,128,197,152,345,71,43,110,47,48,97,121,121,239,159,170,324,227,174,408,307,302,606,326,271,597,157,122,282,37,50,86,88,94,1052,337,694,171,64
LGA56860,136,120,3,6,8,13,11,24,10,6,12,14,9,19,8,6,17,12,8,20,14,24,37,23,24,46,22,21,44,3,5,14,5,0,4,8,9,65,39,60,14,8
LGA56930,684,912,35,24,53,73,140,211,59,164,219,47,54,104,59,53,112,49,68,119,97,121,215,105,114,220,84,99,183,54,64,114,23,26,41,0,25,641,71,439,108,91
LGA57000,390,239,7,12,21,37,30,68,15,11,24,22,16,34,54,24,76,66,32,95,62,40,102,78,40,117,28,23,55,17,11,26,4,3,11,5,13,124,41,79,24,6
LGA57080,14996,13471,473,458,933,551,517,1065,542,699,1241,1739,1883,3628,4470,4068,8545,2764,2060,4824,1485,1193,2682,1343,1137,2481,1006,899,1901,491,412,901,123,151,268,180,177,6569,3438,9933,1045,271
LGA57140,534,502,24,24,48,69,55,116,25,14,38,31,14,45,38,51,89,57,43,94,61,61,123,90,88,177,84,81,172,50,54,107,10,13,23,47,55,372,83,285,57,27
LGA57210,2775,2610,132,109,242,350,309,655,168,138,303,95,87,183,222,233,455,299,279,573,388,383,769,447,459,910,434,396,823,192,160,352,49,61,117,89,93,1900,488,1324,342,159
LGA57280,8229,7449,722,692,1411,1228,1237,2469,436,382,820,420,418,844,1506,1561,3066,1507,1323,2832,1130,893,2024,959,653,1608,247,223,468,61,49,111,13,16,33,1435,1476,3486,2147,3471,1505,249
LGA57350,459,504,30,22,52,42,57,98,15,13,29,11,7,21,32,50,87,40,37,81,54,68,121,77,91,160,104,87,190,41,42,81,16,23,39,34,40,291,62,188,47,11
LGA57420,1095,987,76,78,155,112,120,234,31,28,58,45,40,84,153,147,297,135,115,257,171,126,299,177,143,323,122,99,221,57,70,126,11,18,32,39,47,619,228,458,155,26
LGA57490,67085,68591,4816,4335,9148,10329,9951,20284,4536,4249,8784,4142,3968,8106,8950,9380,18324,8860,9524,18382,8747,9141,17886,7755,7800,15559,5146,5757,10901,2947,3268,6210,853,1225,2083,1771,1829,43554,12891,38021,11941,4704
LGA57630,70,37,0,0,0,0,0,0,0,0,0,4,0,4,9,8,13,12,0,7,10,7,11,16,10,31,15,11,22,15,0,15,0,0,0,0,0,27,10,31,0,0
LGA57700,16069,16102,1407,1370,2777,2718,2519,5235,961,1007,1969,869,869,1740,2276,2619,4896,2403,2371,4765,2064,2006,4066,1690,1694,3391,1072,1049,2123,500,455,955,113,138,249,472,448,11150,3215,7252,3403,1159
LGA57770,520,507,35,29,61,51,49,109,13,14,28,20,25,49,66,90,152,75,65,133,68,60,124,86,82,166,81,65,145,39,22,63,0,3,8,67,38,236,130,220,61,14
LGA57840,21244,22163,1042,981,2025,2260,1934,4194,1352,1094,2449,1729,1741,3465,3307,3302,6604,2797,2920,5719,2538,2739,5276,2388,2771,5155,2263,2508,4773,1121,1382,2503,439,794,1233,327,309,14858,3664,14397,3029,1465
LGA57910,109870,116500,6893,6465,13360,12761,12143,24903,5700,5472,11170,6505,6871,13378,18166,19413,37576,17286,17640,34928,13918,14275,28195,11691,12516,24207,9163,10941,20107,5545,7100,12645,2235,3659,5894,1255,1349,77425,19499,73808,18292,7624
LGA57980,8219,9044,405,404,814,950,960,1913,426,366,792,447,566,1013,1247,1414,2660,1133,1279,2411,1015,1120,2135,947,1041,1989,962,983,1947,522,631,1153,157,287,439,62,65,5767,1646,5707,1323,471
LGA58050,75992,76981,5851,5412,11262,11366,10604,21970,5025,4571,9598,4883,4726,9608,11163,12150,23311,11373,11505,22878,9670,10143,19814,8202,8511,16713,5306,5551,10855,2443,2756,5197,712,1055,1767,2568,2733,51349,13049,44449,14399,5715
LGA58190,217,172,8,10,18,32,23,50,14,4,20,10,4,12,28,15,45,12,23,37,31,33,64,46,24,69,17,21,40,12,10,25,0,5,6,10,17,113,30,110,32,12
LGA58260,296,274,24,24,44,32,41,76,11,11,19,8,8,25,28,38,62,38,36,77,34,39,71,44,38,76,41,29,72,25,19,45,4,3,6,25,28,182,61,114,43,8
LGA58330,2370,2229,77,85,158,255,216,471,114,101,210,95,58,150,160,186,338,201,212,412,323,332,659,489,474,967,444,374,818,186,168,353,34,35,72,73,60,1707,365,1189,229,140
LGA58400,151,137,0,8,9,14,8,22,5,12,20,3,7,13,16,18,34,6,10,16,16,23,38,38,25,61,34,20,47,14,14,29,0,0,0,9,8,83,26,102,9,5
LGA58470,95,79,8,10,19,10,12,25,4,6,8,3,4,10,4,14,22,13,11,24,15,8,24,21,7,25,10,3,15,0,0,0,0,0,0,54,38,29,25,59,15,0
LGA58510,18416,18477,991,1044,2039,1623,1502,3122,737,760,1495,1500,1546,3045,3920,3815,7737,3075,2883,5954,2204,2118,4324,1916,1777,3695,1404,1432,2834,707,913,1626,343,677,1022,338,318,10747,4029,12860,2660,734
LGA58540,424,381,17,15,37,47,51,97,18,17,38,12,5,19,38,36,75,43,55,101,65,49,114,77,73,152,57,45,102,29,26,50,6,3,12,14,18,289,81,146,53,25
LGA58570,18240,18293,1007,889,1896,1679,1668,3345,658,632,1286,1174,1373,2549,4087,4222,8305,3269,3031,6304,2397,2257,4660,1962,1869,3835,1217,1267,2485,554,645,1197,221,438,667,151,160,10174,4980,12501,2671,814
LGA58610,888,869,50,35,86,102,94,192,43,41,87,29,37,66,83,86,173,97,89,191,100,107,207,130,145,277,145,143,284,78,73,152,14,31,47,24,24,550,158,479,96,36
LGA58680,290,250,8,16,23,27,27,51,12,12,27,14,7,24,27,19,47,32,29,57,48,51,96,55,33,84,41,31,72,20,21,48,6,3,9,3,6,207,38,103,29,18
LGA58760,102807,106304,7494,7257,14748,16189,15183,31364,7110,6785,13890,6865,6573,13443,13891,15201,29094,14944,15975,30915,14063,14617,28677,10667,11111,21776,6984,7789,14772,3582,4224,7804,1028,1597,2623,1910,2060,72665,17722,59506,20209,8773
LGA58820,2114,2120,94,107,202,243,253,500,118,124,244,96,74,173,172,190,369,240,236,482,293,288,578,322,335,660,329,297,627,152,151,305,47,61,106,85,71,1478,381,1138,277,153
LGA58890,414,362,15,15,26,59,49,107,15,18,29,23,8,32,24,33,58,46,38,85,55,60,123,85,59,149,59,55,105,30,19,46,13,8,24,16,8,318,41,169,51,24
LGA59030,123,125,5,12,18,14,16,28,0,0,4,0,4,9,11,18,32,19,11,30,10,8,24,22,24,46,24,13,38,13,10,19,3,4,6,0,3,95,30,43,13,7
LGA59100,366,329,20,19,42,54,50,105,9,14,23,20,13,31,37,34,75,30,38,67,43,37,86,69,61,123,53,25,81,23,29,57,4,10,18,9,9,213,71,126,50,7
LGA59170,521,500,24,41,68,78,73,153,17,13,37,22,12,34,53,56,106,85,64,152,63,58,121,72,84,154,54,54,111,38,33,65,13,9,17,6,11,384,94,185,89,18
LGA59250,345,189,6,15,21,32,29,63,16,5,24,35,11,46,73,31,108,59,34,95,57,31,88,30,12,42,22,16,39,8,6,13,0,0,0,63,73,28,45,90,9,0
LGA59310,696,601,47,32,78,84,86,163,22,18,39,35,26,58,86,64,149,79,82,166,82,64,149,106,92,201,104,91,191,45,33,75,11,9,20,42,31,419,115,349,102,19
LGA59320,238,210,21,15,35,35,26,64,10,8,15,8,4,17,27,17,43,20,27,49,29,25,52,51,35,84,34,32,61,15,13,22,4,5,3,9,0,149,52,95,38,18
LGA59330,244,227,8,12,15,22,22,45,4,5,14,7,9,15,16,28,47,26,23,45,36,24,58,40,34,78,45,43,82,35,31,65,3,6,9,12,19,135,35,156,26,12
LGA59340,3699,3775,299,265,562,562,595,1156,197,204,397,217,241,464,600,706,1302,536,568,1102,507,523,1030,452,440,889,256,166,418,80,62,136,7,17,25,1186,1325,1275,974,1915,519,89
LGA59350,242,101,6,3,9,9,6,15,0,6,9,30,6,31,85,17,106,34,8,46,32,19,52,19,14,33,16,5,25,4,4,7,0,4,4,34,35,20,19,46,5,3
LGA59360,731,439,21,20,41,38,38,77,9,0,18,33,18,46,117,66,187,111,55,169,137,93,222,143,73,215,77,52,127,29,21,50,9,9,21,16,11,276,88,252,41,22
LGA59370,1731,1731,51,53,106,189,196,390,74,54,129,43,45,88,125,121,249,153,176,327,186,197,385,314,311,624,355,331,680,188,179,369,52,54,108,64,75,1284,254,967,179,86
LGA59499,4639,3416,149,153,300,244,230,473,118,147,261,295,256,562,822,692,1512,926,613,1543,842,468,1313,667,477,1144,444,316,758,118,38,155,14,16,30,819,683,0,0,0,0,0
LGA59799,455,58,0,0,0,0,0,0,7,3,6,25,11,31,99,14,116,157,11,170,103,9,109,55,3,62,14,4,18,0,0,0,0,0,0,7,3,0,0,0,0,0
LGA60210,3453,3312,135,122,254,326,290,619,125,98,221,109,107,214,238,251,489,307,336,644,386,445,827,675,688,1358,747,592,1339,343,303,643,71,86,155,147,146,2330,780,1970,336,165
LGA60410,9208,9787,718,632,1355,1476,1480,2957,609,533,1141,598,652,1247,1290,1507,2798,1135,1267,2401,1128,1208,2336,992,1087,2081,836,901,1740,364,397,757,69,106,176,1064,1144,5304,2258,5995,1437,661
LGA60610,9606,10313,585,544,1127,1228,1244,2478,613,630,1243,578,630,1208,1262,1344,2609,1062,1216,2276,1258,1330,2584,1249,1373,2624,1008,1084,2097,591,634,1223,169,280,450,799,890,6192,2040,6514,1373,619
LGA60810,10990,11770,516,496,1010,1333,1226,2562,648,633,1279,540,551,1095,1114,1189,2301,1118,1220,2344,1329,1559,2888,1737,1898,3635,1545,1612,3157,844,991,1834,255,392,646,894,986,8361,2068,6745,1472,763
LGA61010,1371,1146,61,62,121,125,135,257,69,51,115,64,50,117,126,119,243,134,133,265,165,126,295,270,206,471,247,192,437,99,72,166,17,9,32,83,71,751,265,756,144,65
LGA61210,4176,3942,266,241,508,539,491,1038,245,237,474,205,189,398,552,470,1022,462,429,887,506,496,1006,603,575,1178,492,480,969,240,233,473,76,96,170,679,725,2595,896,2187,578,203
LGA61410,29983,31548,1690,1611,3306,3764,3504,7266,1616,1545,3162,1674,1531,3207,4353,4259,8611,3832,4045,7877,3560,3809,7369,3693,4147,7837,3313,3734,7047,1863,2312,4175,626,1049,1673,1326,1294,21255,6086,18774,4611,2084
LGA61510,5500,5446,306,259,561,722,674,1394,347,317,663,319,307,629,606,626,1228,669,676,1343,712,748,1461,821,772,1593,626,616,1238,304,331,631,81,117,197,339,386,3389,1303,3393,717,401
LGA61610,12591,13563,693,660,1356,1562,1520,3081,751,701,1453,706,698,1410,1686,1763,3450,1322,1496,2817,1561,1702,3255,1586,1807,3389,1511,1732,3243,941,1045,1984,267,454,717,939,1033,8328,2479,8834,1611,777
LGA61810,3381,3450,169,146,315,402,392,795,186,156,344,157,148,301,363,332,701,322,342,666,388,427,813,540,604,1145,522,480,1003,243,283,529,87,132,217,133,139,2358,695,1952,403,184
LGA62010,474,446,13,18,26,48,47,95,16,12,24,13,5,16,26,24,53,40,59,97,56,47,108,86,82,170,114,93,200,58,47,107,8,14,20,73,72,287,140,248,52,16
LGA62210,3552,3481,184,146,323,401,399,800,211,183,394,164,152,307,330,362,694,339,367,705,406,452,855,605,550,1155,565,533,1098,268,264,535,75,86,163,175,195,2452,647,2219,376,211
LGA62410,2578,2436,79,70,153,170,164,338,86,66,151,93,57,146,262,260,525,233,226,464,283,273,559,478,493,970,545,513,1062,279,234,513,71,67,134,108,109,1913,496,1267,211,119
LGA62610,24855,25552,1401,1311,2703,2874,2726,5596,1298,1268,2563,1527,1530,3057,5060,4623,9677,3294,3268,6561,2764,2869,5634,2826,2975,5799,2106,2512,4619,1241,1721,2965,476,759,1238,1312,1411,14484,4988,19400,3375,1467
LGA62810,26798,28277,1122,1080,2202,2655,2497,5154,1463,1444,2910,2060,2095,4156,5385,5356,10747,3391,3590,6989,3178,3437,6619,2964,3324,6288,2717,2956,5670,1380,1638,3018,463,864,1331,433,439,17048,5723,19235,3637,1472
LGA63010,9099,9160,474,463,937,1104,1100,2200,525,411,935,411,368,777,884,954,1842,1042,1100,2141,1186,1243,2432,1448,1526,2976,1311,1236,2545,587,556,1140,136,196,333,932,929,6281,2163,5054,1272,582
LGA63210,3387,3216,134,144,282,387,346,729,176,165,339,162,132,293,346,293,637,334,366,694,446,484,931,640,603,1247,497,434,926,221,205,425,50,57,105,193,212,2465,637,1683,429,226
LGA63410,847,774,54,41,92,85,84,177,31,21,51,24,28,52,109,90,202,110,104,215,102,90,189,114,120,236,120,116,234,64,56,122,12,16,33,27,15,492,196,403,108,23
LGA63610,19411,20669,1088,985,2075,2591,2517,5113,1256,1130,2386,1018,951,1972,2411,2555,4959,2458,2759,5219,2427,2758,5187,2355,2658,5013,2267,2534,4800,1223,1328,2553,319,491,810,847,776,14772,3890,11606,3314,1433
LGA63810,6048,6376,282,285,566,701,661,1361,327,292,622,274,267,547,595,670,1262,599,648,1244,762,825,1584,872,970,1838,985,1011,1992,509,552,1063,138,199,339,394,380,4710,1211,3340,823,386
LGA64010,34181,35868,1883,1882,3765,4135,3962,8094,1982,1975,3952,2470,2301,4770,5568,5285,10853,4127,4315,8447,4127,4471,8598,3953,4296,8252,3307,3864,7171,1985,2356,4348,640,1150,1793,1373,1502,21232,6635,24036,4703,1942
LGA64210,10125,10578,500,466,963,1261,1186,2445,587,499,1095,498,527,1027,1139,1135,2272,1062,1191,2244,1275,1419,2694,1493,1563,3063,1371,1436,2813,751,839,1590,192,310,503,363,409,7847,1958,5925,1470,751
LGA64610,6804,6940,381,361,749,815,738,1546,363,357,720,346,333,675,755,816,1575,680,707,1382,878,911,1787,980,1073,2049,985,962,1946,470,529,994,148,157,311,214,224,5001,1386,3929,933,454
LGA64810,8237,8494,459,465,930,1005,988,1995,471,390,862,421,400,818,1066,1153,2217,993,1061,2056,956,1071,2026,1227,1265,2484,1059,1048,2108,448,493,936,133,163,300,395,400,5498,2017,4927,1203,539
LGA65010,3434,3225,193,160,353,416,375,790,208,190,392,189,181,373,355,386,746,379,373,753,443,466,907,552,524,1078,449,363,820,208,156,367,34,50,86,215,238,2248,830,1858,472,265
LGA65210,1354,1239,34,34,72,102,93,197,67,46,110,34,30,66,93,77,175,119,138,248,167,147,308,277,293,571,313,241,554,126,108,240,26,34,58,81,79,827,312,798,105,70
LGA65410,6956,7345,356,359,715,871,842,1710,352,346,700,365,304,666,654,701,1352,714,812,1521,867,957,1824,1096,1118,2211,987,1070,2055,552,625,1179,144,217,364,621,646,5052,1347,4204,904,418
LGA65610,2208,2054,95,117,208,240,223,462,99,76,172,100,91,200,247,275,521,236,222,454,338,287,629,363,359,726,328,253,582,129,125,254,25,35,59,180,163,1152,469,1401,233,82
LGA65810,12363,12781,632,578,1210,1598,1407,3008,758,735,1493,615,543,1158,1340,1323,2665,1285,1508,2793,1543,1729,3276,1784,1962,3746,1689,1683,3372,875,973,1852,244,335,575,337,364,9763,2211,7042,1826,921
LGA69499,758,616,21,19,42,50,36,92,43,48,95,71,53,119,135,92,228,99,97,198,130,78,203,104,98,199,90,72,163,18,13,31,0,4,3,93,64,0,0,0,0,0
LGA69799,13,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,7,0,4,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA70200,12598,13309,986,880,1868,1815,1713,3529,776,713,1490,621,661,1283,2229,2639,4872,1961,2065,4023,1548,1768,3313,1482,1564,3048,855,846,1701,273,333,604,56,124,176,2488,2859,6645,2883,7867,2124,564
LGA70420,3182,3131,268,282,552,524,490,1017,255,229,490,249,225,469,563,590,1150,396,435,832,348,373,720,329,311,638,184,153,337,61,39,100,3,12,10,2059,2146,1423,433,2024,487,90
LGA70540,74,77,5,6,6,9,8,16,10,6,15,8,3,11,10,18,30,13,13,20,9,15,14,13,11,25,3,4,5,0,0,0,0,0,0,74,73,38,9,74,5,7
LGA70620,1802,1788,164,154,318,340,305,644,161,146,301,163,146,314,301,313,613,233,253,482,205,196,402,144,160,304,60,86,145,24,26,53,6,11,18,1386,1451,808,245,1121,289,49
LGA70700,657,615,28,36,60,81,62,138,23,32,51,19,29,43,64,62,126,52,59,113,87,88,176,138,127,269,114,105,215,58,22,79,3,0,6,122,141,289,117,332,50,8
LGA71000,40216,40321,2611,2455,5067,5022,4812,9829,2040,2007,4049,2678,2429,5101,7711,8281,15994,6213,6598,12810,5130,5146,10273,4323,4217,8544,3013,2827,5845,1209,1236,2449,263,316,578,3279,3723,23469,8119,24897,6564,2057
LGA71150,170,124,8,4,9,7,4,9,5,0,3,10,5,18,57,42,95,33,17,54,27,12,34,22,24,47,10,10,16,0,0,3,0,0,0,5,3,60,60,106,14,0
LGA71300,4359,4421,341,314,651,706,675,1385,488,445,929,470,451,917,770,811,1576,629,661,1292,459,508,970,325,371,699,137,142,281,29,42,71,5,4,12,3878,4011,2201,277,3646,712,182
LGA72200,4979,4665,393,310,702,774,692,1463,263,237,505,353,309,666,923,934,1857,689,699,1388,562,616,1182,518,507,1025,339,247,585,129,87,223,20,22,46,1169,1295,2137,1151,2407,741,154
LGA72300,11697,9712,582,546,1125,1365,1388,2750,704,586,1286,905,484,1387,1677,1203,2875,1628,1439,3072,1845,1588,3437,1588,1359,2948,1008,817,1829,342,253,599,46,56,97,1688,964,5960,2500,4969,1650,723
LGA72330,3070,2680,233,209,439,468,398,870,217,176,388,298,223,521,597,516,1108,527,390,920,384,328,713,205,274,482,115,120,232,24,36,60,4,6,14,2625,2292,1265,259,1826,424,73
LGA72800,18438,18807,1680,1635,3318,3105,2981,6090,1143,1123,2269,1305,1217,2521,3258,3629,6886,2899,3191,6089,2329,2268,4598,1554,1529,3083,827,854,1677,270,284,559,61,92,159,2301,2541,9809,4465,9929,3691,907
LGA73600,3290,3202,238,202,444,534,531,1063,280,285,567,347,337,686,595,562,1160,429,449,878,368,385,753,278,274,556,168,133,304,50,34,83,5,6,12,2367,2514,1557,339,2066,506,83
LGA74050,1152,1193,79,73,149,195,195,384,118,107,229,84,86,172,182,208,396,185,168,351,157,187,343,112,113,225,43,51,89,7,9,19,0,0,0,988,1040,334,412,844,180,38
LGA74550,1439,1375,126,100,228,256,204,458,146,139,277,132,139,274,246,248,492,157,141,299,153,172,322,115,122,240,74,93,170,31,17,50,9,3,13,913,932,462,254,857,213,43
LGA74560,219,199,8,3,17,28,16,41,3,12,16,3,7,9,6,6,12,23,24,47,41,39,79,45,42,88,43,40,83,17,8,25,0,0,0,12,23,127,51,116,20,11
LGA74660,3195,3086,235,213,451,552,522,1072,301,239,537,292,289,581,599,647,1248,455,477,929,395,372,766,264,222,484,81,88,171,24,14,41,3,4,4,2574,2528,1822,278,2078,592,103
LGA74680,1490,1486,123,91,213,335,282,615,178,149,325,128,142,269,269,300,569,201,222,424,136,141,279,81,101,178,41,29,72,6,12,17,4,5,7,1328,1312,428,480,1058,293,53
LGA79399,3591,3210,246,188,433,522,506,1024,186,168,358,175,192,367,562,580,1145,616,588,1206,539,446,983,430,334,764,249,174,421,59,29,85,3,0,12,373,352,1592,769,1393,561,115
LGA79499,1826,1675,89,69,164,166,122,285,30,64,95,84,99,183,292,364,661,305,268,573,311,280,591,300,279,579,205,114,318,33,17,49,6,4,7,658,617,0,0,0,0,0
LGA79799,83,15,0,0,0,0,0,0,4,0,4,6,3,6,16,4,23,22,0,22,18,3,19,17,0,17,0,0,0,0,0,0,0,0,0,10,0,0,0,7,0,0
LGA89399,224022,229869,13746,12907,26660,29005,27230,56236,13386,12899,26286,17042,17132,34174,38637,38992,77634,34275,35006,69285,27785,28342,56126,21866,23462,45328,16625,19022,35639,8781,10556,19340,2868,4315,7180,4519,4391,157859,42290,137415,39629,14646
LGA89499,336,273,18,9,19,13,13,25,23,37,58,44,40,82,60,53,108,62,33,104,53,30,77,38,35,78,21,10,34,6,8,10,0,0,4,26,20,0,0,0,0,0
LGA89799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA99399,1204,1288,65,49,118,153,134,293,65,62,123,43,65,108,84,106,189,132,153,282,169,174,344,212,233,447,161,183,345,84,103,192,23,27,54,96,115,707,271,744,136,49
LGA99499,6,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
LGA99799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
