,LGA_CODE_2021,G01_Total_Persons_Males,G01_Total_Persons_Females,G01_Total_Persons_Persons,G01_Age_groups_0_4_years_Males,G01_Age_groups_0_4_years_Females,G01_Age_groups_0_4_years_Persons,G01_Age_groups_5_14_years_Males,G01_Age_groups_5_14_years_Females,G01_Age_groups_5_14_years_Persons,G01_Age_groups_15_19_years_Males,G01_Age_groups_15_19_years_Females,G01_Age_groups_15_19_years_Persons,G01_Age_groups_20_24_years_Males,G01_Age_groups_20_24_years_Females,G01_Age_groups_20_24_years_Persons,G01_Age_groups_25_34_years_Males,G01_Age_groups_25_34_years_Females,G01_Age_groups_25_34_years_Persons,G01_Age_groups_35_44_years_Males,G01_Age_groups_35_44_years_Females,G01_Age_groups_35_44_years_Persons,G01_Age_groups_45_54_years_Males,G01_Age_groups_45_54_years_Females,G01_Age_groups_45_54_years_Persons,G01_Age_groups_55_64_years_Males,G01_Age_groups_55_64_years_Females,G01_Age_groups_55_64_years_Persons,G01_Age_groups_65_74_years_Males,G01_Age_groups_65_74_years_Females,G01_Age_groups_65_74_years_Persons,G01_Age_groups_75_84_years_Males,G01_Age_groups_75_84_years_Females,G01_Age_groups_75_84_years_Persons,G01_Age_groups_85_years_and_over_Males,G01_Age_groups_85_years_and_over_Females,G01_Age_groups_85_years_and_over_Persons,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Males,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Females,G01_Aboriginal_and_or_Torres_Strait_Islander_Persons_Total_Persons,G01_Birthplace_Australia_Males,G01_Birthplace_Australia_Females,G01_Birthplace_Australia_Persons,G01_Birthplace_Elsewhere_Males,G01_Birthplace_Elsewhere_Females,G01_Birthplace_Elsewhere_Persons,G01_Language_used_at_home_English_only_Males,G01_Language_used_at_home_English_only_Females,G01_Language_used_at_home_English_only_Persons,G01_Language_used_at_home_Other_Language_Males,G01_Language_used_at_home_Other_Language_Females,G01_Language_used_at_home_Other_Language_Persons,G01_Australian_citizen_Males,G01_Australian_citizen_Females,G01_Australian_citizen_Persons,G02_Median_age_of_persons,G02_Median_mortgage_repayment_monthly,G02_Median_total_personal_income_weekly,G02_Median_rent_weekly,G02_Median_total_family_income_weekly,G02_Average_number_of_Persons_per_bedroom,G02_Median_total_household_income_weekly,G02_Average_household_size,G06_PERSONS_Total_Married_in_a_registered_marriage,G06_PERSONS_Total_Married_in_a_de_facto_marriage,G06_PERSONS_Total_Not_married,G06_PERSONS_Total_Total,G09F_PERSONS_Afghanistan_Age_Total,G09F_PERSONS_Australia_Total,G09F_PERSONS_Bangladesh_Total,G09F_PERSONS_Bosnia_and_Herzegovina_Total,G09F_PERSONS_Brazil_Total,G09F_PERSONS_Cambodia_Total,G09F_PERSONS_Canada_Total,G09F_PERSONS_Chile_Total,G09F_PERSONS_China_excludes_SARs_and_Taiwan_Total,G09F_PERSONS_Croatia_Total,G09F_PERSONS_Egypt_Total,G09F_PERSONS_England_Total,G09F_PERSONS_Fiji_Total,G09F_PERSONS_France_Total,G09G_PERSONS_Germany_Total,G09G_PERSONS_Greece_Total,G09G_PERSONS_Hong_Kong_SAR_of_China_Total,G09G_PERSONS_India_Total,G09G_PERSONS_Indonesia_Total,G09G_PERSONS_Iran_Total,G09G_PERSONS_Iraq_Total,G09G_PERSONS_Ireland_Total,G09G_PERSONS_Italy_Total,G09G_PERSONS_Japan_Total,G09G_PERSONS_Korea_Republic_of_South_Total,G09G_PERSONS_Lebanon_Total,G09G_PERSONS_Malaysia_Total,G09G_PERSONS_Malta_Total,G09G_PERSONS_Mauritius_Total,G09G_PERSONS_Myanmar_Total,G09G_PERSONS_Nepal_Total,G09G_PERSONS_Netherlands_Total,G09G_PERSONS_New_Zealand_Total,G09G_PERSONS_North_Macedonia_Total,G09H_PERSONS_Pakistan_Total,G09H_PERSONS_Papua_New_Guinea_Total,G09H_PERSONS_Philippines_Total,G09H_PERSONS_Poland_Total,G09H_PERSONS_Samoa_Total,G09H_PERSONS_Scotland_Total,G09H_PERSONS_Singapore_Total,G09H_PERSONS_South_Africa_Total,G09H_PERSONS_Sri_Lanka_Total,G09H_PERSONS_Taiwan_Total,G09H_PERSONS_Thailand_Total,G09H_PERSONS_Turkey_Total,G09H_PERSONS_United_States_of_America_Total,G09H_PERSONS_Vietnam_Total,G09H_PERSONS_Wales_Total,G09H_PERSONS_Zimbabwe_Total,G09H_PERSONS_Born_elsewhere_Total,G09H_PERSONS_Country_of_birth_not_stated_Total,G14_Buddhism_Persons,G14_Christianity_Total_Persons,G14_Hinduism_Persons,G14_Islam_Persons,G14_Judaism_Persons,G14_Other_Religions_Total_Persons,G14_Secular_Beliefs_and_Other_Spiritual_Beliefs_and_No_Religious_Affiliation_Total_Persons,G14_Religious_affiliation_not_stated_Persons,G29_Couple_family_with_children_under_15_and_Total_Families,G29_Couple_family_with_no_children_under_15_and_Total_Families,G29_Couple_family_with_Total_Families,G56A_Agriculture_Forestry_and_Fishing_Total,G56A_Mining_Total,G56A_Manufacturing_Total,G56A_Electricity_Gas_Water_and_Waste_Services_Total,G56A_Construction_Total,G56A_Wholesale_Trade_Total,G56A_Retail_Trade_Total,G56A_Accommodation_and_Food_Services_Total,G56A_Transport_Postal_and_Warehousing_Total,G56A_Information_Media_and_Telecommunications_Total,G56A_Financial_and_Insurance_Services_Total,G56A_Rental_Hiring_and_Real_Estate_Services_Total,G56A_Professional_Scientific_and_Technical_Services_Total,G56A_Administrative_and_Support_Services_Total,G56A_Public_Administration_and_Safety_Total,G56A_Education_and_Training_Total,G56A_Health_Care_and_Social_Assistance_Total,G56A_Arts_and_Recreation_Services_Total,G56A_Other_Services_Total,G56A_Inadequately_described_Not_stated_Total
445,LGA55390,394,128,524,3,3,7,8,11,20,5,5,12,43,22,60,97,19,115,98,12,108,60,21,82,40,34,70,30,7,40,6,6,11,0,0,0,54,55,111,183,93,273,81,12,89,206,67,278,55,38,96,221,107,326,39,397,1722,150,1208,1.0,1260,2.1,22,35,63,123,0,273,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,10,160,3,152,0,0,0,5,190,168,6,5,11,0,152,0,0,15,0,0,14,3,0,0,0,0,14,16,14,8,0,10,3
446,LGA55460,1603,1517,3119,92,95,185,197,207,403,87,98,183,95,71,164,197,179,373,184,185,370,211,182,398,232,214,449,194,167,368,87,75,160,31,40,65,89,80,169,1202,1137,2343,180,183,365,1334,1268,2603,77,78,150,1338,1291,2630,41,1078,755,210,1869,0.7,1380,2.3,983,272,778,2032,0,2343,3,0,0,0,3,0,4,3,0,93,0,5,3,0,0,12,0,0,0,7,11,0,0,0,0,0,0,0,0,10,66,0,4,0,24,4,0,14,3,19,3,4,3,0,0,4,0,16,38,409,15,1300,6,11,0,12,1358,412,231,66,293,210,42,36,45,67,99,136,76,101,16,18,3,32,31,88,132,151,14,65,49
447,LGA55530,230,185,407,15,22,38,25,17,47,6,0,3,12,9,16,20,22,38,21,28,48,29,26,55,49,26,75,34,17,52,17,13,34,8,3,9,10,12,23,177,139,321,10,14,23,184,155,343,0,0,5,188,146,337,47,729,806,150,1937,0.7,1468,2.4,135,46,74,255,0,321,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,3,0,0,68,0,145,0,0,0,0,199,71,35,10,47,94,5,14,0,0,5,8,3,15,0,0,0,4,0,18,8,11,0,0,0
448,LGA55600,1153,1133,2292,65,54,116,156,162,319,60,59,117,61,53,115,127,120,244,116,124,235,160,161,324,179,152,337,139,133,268,76,76,149,17,40,57,137,157,294,899,844,1744,106,145,253,977,946,1931,42,40,82,974,946,1913,44,1000,803,225,1906,0.7,1445,2.3,702,200,567,1471,0,1744,0,0,0,0,4,0,0,0,0,69,0,0,3,0,0,4,4,0,0,8,9,0,0,0,0,0,0,0,0,14,46,0,0,0,25,0,0,6,3,16,0,0,4,0,4,0,0,4,17,294,4,1056,0,4,0,16,895,313,150,54,205,305,25,19,21,54,55,73,37,57,0,23,6,22,19,61,124,90,3,50,27
449,LGA55670,333,327,660,20,20,43,62,49,110,19,21,42,15,13,23,31,33,62,31,35,63,44,32,77,44,45,83,50,48,98,13,26,36,12,8,18,41,37,72,249,228,476,27,31,56,265,246,508,8,14,18,258,239,498,42,500,742,190,1676,0.8,1443,2.3,178,66,143,387,0,476,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,13,126,0,235,4,0,0,0,256,161,44,14,56,83,5,0,0,4,12,14,4,10,0,0,0,0,9,18,54,24,0,0,5
450,LGA55740,4355,4818,9169,207,192,401,523,616,1146,243,390,638,263,288,553,484,528,1009,557,585,1139,652,681,1334,568,578,1141,491,504,995,289,309,594,82,126,211,48,51,101,2724,3006,5731,1386,1566,2948,3520,3876,7397,568,698,1267,3691,4071,7765,42,3000,1030,300,3456,0.8,2132,2.4,3192,666,2843,6701,0,5731,8,10,36,0,46,14,104,11,4,738,5,41,53,9,68,66,40,25,13,105,51,31,15,3,88,0,15,0,3,30,157,0,3,12,48,42,5,87,96,184,39,6,32,0,102,15,24,32,454,492,240,3906,90,95,17,52,4129,637,704,398,1104,42,310,150,39,237,97,343,293,102,47,143,124,583,109,210,465,756,76,150,204
451,LGA55810,363,290,653,18,27,40,45,32,80,13,15,25,21,9,30,44,24,70,43,57,97,63,41,104,52,49,103,38,26,72,17,6,23,0,0,9,28,28,58,143,106,247,42,41,82,164,138,304,16,12,26,163,143,295,42,542,863,175,1375,0.8,1204,2.1,67,40,96,204,0,247,0,0,0,0,0,0,0,0,0,30,0,0,6,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,19,0,0,6,8,0,0,0,0,6,0,0,0,0,0,0,0,0,5,317,6,163,0,0,0,7,155,322,16,0,18,9,50,0,0,15,0,10,5,8,0,0,0,0,4,27,20,12,0,0,7
452,LGA55880,244,219,459,18,13,33,22,20,45,9,7,5,3,8,18,25,22,42,32,28,62,45,35,75,49,44,100,30,19,45,13,6,20,4,12,16,10,9,19,201,174,376,22,22,41,220,197,409,3,7,4,212,188,400,47,650,868,145,1802,0.7,1396,2.3,162,40,101,307,0,376,0,0,0,0,0,0,0,0,0,15,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,40,0,222,0,0,0,0,183,50,35,16,48,133,0,0,0,15,9,3,5,14,0,0,0,4,0,15,21,12,0,6,7
453,LGA55950,313,265,579,30,20,46,45,34,79,24,8,34,8,3,16,31,27,62,31,28,60,43,36,82,40,39,85,37,28,68,20,26,46,6,3,11,12,16,24,243,207,454,24,24,52,267,233,501,5,3,8,265,221,481,44,778,756,155,1875,0.8,1547,2.3,245,23,119,386,0,454,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,71,4,296,0,0,0,0,202,79,46,13,60,111,9,7,7,14,18,6,0,8,5,3,0,5,0,16,28,9,0,14,9
454,LGA56090,20336,18832,39166,977,895,1871,2432,2232,4662,1226,1134,2359,1142,841,1982,2418,1822,4241,2649,2287,4932,2885,2767,5655,2888,2829,5720,2217,2330,4548,1187,1244,2428,318,457,775,1040,405,1442,14712,13435,28148,4662,4690,9352,16541,16846,33392,972,1218,2189,16500,16925,33425,44,1950,817,350,2270,0.7,1907,2.6,14344,3392,10054,27790,13,28148,7,8,17,4,80,11,86,62,8,3773,15,64,275,16,37,254,41,19,0,205,220,38,8,5,112,15,23,27,4,234,1054,10,10,25,222,59,6,319,71,418,35,20,107,4,194,81,110,170,766,1669,357,15001,98,95,41,223,19047,4298,2957,1712,4669,193,1605,1021,182,1673,622,1576,898,974,137,282,274,1132,503,1377,1849,2128,306,843,887
455,LGA56160,49,50,101,5,3,9,10,13,24,0,0,0,0,0,0,9,8,13,9,4,17,11,8,17,8,7,10,0,3,5,0,0,0,0,0,0,29,16,38,46,44,87,5,0,8,48,37,83,0,8,13,43,46,90,36,1800,833,139,1674,0.9,1649,2.6,25,11,25,66,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,10,0,42,0,0,0,3,42,17,5,0,5,20,0,0,0,0,0,0,5,0,0,0,0,0,0,11,6,0,0,0,4
456,LGA56230,8975,9090,18068,486,438,926,1192,1156,2352,490,575,1065,422,406,821,853,914,1768,973,1033,2009,1139,1148,2285,1241,1259,2496,1247,1258,2502,731,701,1433,204,203,409,248,238,489,6728,6773,13507,1490,1708,3207,8003,8182,16182,237,305,542,7850,8052,15901,45,1750,629,300,1742,0.7,1368,2.5,6291,1645,4804,12736,0,13507,5,0,0,0,31,4,15,3,0,1483,9,3,52,6,4,36,18,0,0,46,37,5,4,0,40,5,8,7,0,81,500,0,0,8,102,5,0,169,17,166,8,0,42,0,52,21,32,35,151,1361,125,7348,22,35,6,60,8843,1626,1239,620,1860,259,967,788,103,731,126,667,470,219,23,61,108,234,214,354,509,753,143,317,310
457,LGA56300,790,751,1538,23,21,48,74,80,161,36,26,65,11,3,16,43,51,94,93,85,178,97,83,182,130,151,280,180,151,336,79,71,151,15,14,30,25,16,40,512,482,992,160,161,321,661,634,1294,24,25,48,645,600,1248,56,1400,581,254,1381,0.8,1094,2.1,538,157,375,1076,0,992,0,0,0,0,0,0,3,0,0,125,0,5,11,0,0,4,0,0,0,7,9,0,0,0,6,0,0,0,0,9,61,0,0,0,0,0,0,18,4,13,0,0,4,0,4,0,5,7,20,227,12,518,0,6,3,3,745,252,78,36,112,129,26,72,7,39,3,31,55,10,3,0,12,23,21,35,48,63,4,8,25
458,LGA56370,415,371,787,24,26,55,50,47,104,6,11,16,19,14,32,53,45,106,38,33,69,53,44,98,66,58,119,54,36,89,34,40,68,17,27,41,11,8,25,308,279,588,32,43,75,324,300,624,15,24,46,332,305,637,47,720,923,150,1875,0.7,1483,2.3,279,68,123,470,0,588,0,0,0,0,0,0,0,0,0,23,0,0,5,0,0,3,0,0,0,6,3,0,0,0,0,0,0,0,0,0,14,0,0,0,7,0,0,3,0,4,0,0,0,0,0,0,0,0,0,130,0,362,0,6,0,0,285,135,62,15,73,177,12,12,0,14,10,8,13,10,0,0,0,3,5,28,27,25,0,9,8
459,LGA56460,2350,2427,4779,104,126,226,307,290,599,171,159,325,130,134,261,274,266,536,237,288,524,306,289,592,310,343,654,304,262,567,157,174,326,59,100,159,125,140,264,1712,1770,3485,370,416,782,1881,1965,3848,208,213,415,1943,2043,3980,43,1191,734,240,1802,0.7,1310,2.2,1420,362,1402,3195,0,3485,0,0,4,6,4,0,0,0,0,179,0,0,26,0,0,40,3,0,0,10,15,4,4,0,13,0,0,4,6,13,103,0,6,0,119,0,0,18,6,75,9,4,0,0,6,10,5,15,84,510,25,2231,23,18,3,26,1887,567,300,111,404,277,44,91,32,134,68,204,82,95,10,53,17,46,39,135,245,344,23,104,74
460,LGA56580,10920,11211,22132,485,514,998,1735,1463,3203,883,776,1655,731,658,1389,977,890,1863,1136,1315,2448,1487,1657,3143,1317,1460,2774,1204,1300,2506,713,782,1499,257,397,650,35,50,87,7087,7121,14209,3502,3761,7261,9023,9016,18036,1560,1874,3438,9733,9913,19646,43,3500,1178,520,4244,0.8,3226,2.8,9332,1034,6037,16405,0,14209,6,8,23,3,144,8,554,25,14,1445,8,68,130,22,164,309,150,83,8,151,87,68,33,4,657,4,23,35,11,96,284,5,24,10,48,51,0,255,317,471,125,75,39,10,283,96,54,99,683,660,400,10524,376,205,96,145,9174,1211,2049,1107,3157,67,776,269,105,470,165,666,596,159,99,407,317,1646,170,583,1125,2316,202,233,472
461,LGA56620,656,697,1358,42,39,82,107,100,208,69,60,135,55,56,107,107,123,230,104,103,210,84,98,180,60,73,135,27,31,52,6,10,14,0,0,3,549,601,1147,584,638,1219,21,23,40,73,64,135,522,587,1114,590,648,1237,30,0,369,65,878,1.2,1228,3.5,360,42,503,900,0,1219,0,0,0,0,0,0,0,0,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,94,0,486,0,4,0,163,377,330,101,17,121,9,3,0,0,0,0,14,5,0,4,0,0,4,5,50,55,31,35,6,0
462,LGA56730,5744,5619,11358,296,290,588,755,719,1479,355,321,674,312,256,569,679,553,1227,668,634,1305,700,783,1488,813,848,1662,727,707,1438,346,361,706,91,147,237,352,364,715,4077,4106,8181,1087,958,2044,4585,4752,9341,275,336,610,4611,4778,9387,43,1393,660,250,1631,0.7,1316,2.4,3340,1019,3243,7606,12,8181,12,6,7,4,13,0,23,4,6,575,10,11,74,3,4,77,20,30,16,28,17,0,0,8,23,8,5,8,9,53,305,4,26,9,177,18,4,43,11,73,32,0,16,4,15,41,12,23,179,1130,58,4775,37,61,3,56,4787,1581,686,318,1004,244,239,254,107,389,132,481,275,251,13,48,48,146,127,427,388,583,43,201,202
463,LGA56790,1708,1522,3227,63,68,128,197,152,345,71,43,110,47,48,97,121,121,239,159,170,324,227,174,408,307,302,606,326,271,597,157,122,282,37,50,86,88,94,184,1245,1072,2316,195,231,422,1434,1277,2708,29,46,79,1426,1260,2688,53,1300,607,250,1450,0.7,1110,2.2,1052,337,694,2087,0,2316,0,0,0,0,7,0,0,0,0,170,0,3,14,0,0,5,4,0,0,9,6,0,0,0,3,0,0,3,0,16,70,0,0,0,13,0,0,23,0,20,0,4,3,0,5,3,8,0,34,486,31,1368,0,6,4,13,1281,532,171,64,237,297,90,15,0,107,15,93,182,42,0,0,13,12,46,71,112,105,13,31,54
464,LGA56860,136,120,255,3,6,8,13,11,24,10,6,12,14,9,19,8,6,17,12,8,20,14,24,37,23,24,46,22,21,44,3,5,14,5,0,4,8,9,11,92,82,175,14,5,20,105,88,190,8,9,10,104,90,192,49,1000,640,88,1268,0.7,1087,2.1,65,39,60,157,0,175,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,56,0,77,0,0,0,0,116,56,14,8,21,35,7,3,0,0,9,3,5,4,0,0,0,0,0,16,6,10,0,0,3
465,LGA56930,684,912,1597,35,24,53,73,140,211,59,164,219,47,54,104,59,53,112,49,68,119,97,121,215,105,114,220,84,99,183,54,64,114,23,26,41,0,25,28,481,617,1098,177,261,433,592,780,1377,64,99,163,612,817,1428,42,4167,1501,440,5012,0.7,4565,2.7,641,71,439,1151,0,1098,0,0,0,0,6,0,29,0,0,126,0,8,8,0,9,6,4,3,0,12,7,12,0,0,16,0,0,0,0,0,16,0,5,0,0,0,0,15,18,37,5,0,0,0,25,3,0,8,42,61,9,804,8,25,18,19,599,110,108,91,197,16,34,26,4,29,11,54,55,9,7,61,41,115,15,19,64,133,13,13,34
466,LGA57000,390,239,629,7,12,21,37,30,68,15,11,24,22,16,34,54,24,76,66,32,95,62,40,102,78,40,117,28,23,55,17,11,26,4,3,11,5,13,18,209,148,357,46,34,78,232,168,405,27,14,37,230,158,392,43,780,1305,170,2018,0.7,1652,2.3,124,41,79,250,0,357,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,4,0,0,5,0,5,0,0,3,0,0,0,0,4,6,191,5,206,0,0,0,0,218,199,24,6,38,103,75,0,0,13,3,3,18,18,0,0,0,0,3,25,18,8,5,5,8
467,LGA57080,14996,13471,28463,473,458,933,551,517,1065,542,699,1241,1739,1883,3628,4470,4068,8545,2764,2060,4824,1485,1193,2682,1343,1137,2481,1006,899,1901,491,412,901,123,151,268,180,177,360,5720,4624,10345,7649,7757,15406,8214,6717,14938,5132,5621,10753,8829,7503,16332,33,1924,1053,400,2480,1.0,1931,1.8,6569,3438,9933,19936,30,10345,74,36,319,19,127,79,1773,45,58,1589,13,170,139,33,303,1259,516,284,30,294,254,408,384,29,832,3,94,78,182,72,587,15,162,18,438,112,5,226,583,433,150,156,261,27,281,332,66,127,1886,2712,1287,8532,1274,1183,119,260,12516,3293,1045,271,1313,62,1528,466,167,806,266,1081,2162,463,189,567,251,2414,593,823,1260,2080,354,422,744
468,LGA57140,534,502,1037,24,24,48,69,55,116,25,14,38,31,14,45,38,51,89,57,43,94,61,61,123,90,88,177,84,81,172,50,54,107,10,13,23,47,55,104,428,382,809,76,90,170,485,442,931,23,21,47,482,440,920,52,867,585,200,1340,0.7,996,2.2,372,83,285,745,0,809,0,0,0,0,0,0,0,0,0,61,0,7,0,0,0,5,4,0,0,0,6,3,0,0,0,0,0,0,0,3,43,0,0,0,4,0,0,3,0,3,0,0,0,0,6,0,6,0,9,59,0,467,4,0,0,10,480,78,57,27,83,146,13,11,4,12,15,19,17,18,0,4,0,9,4,23,21,44,5,9,16
469,LGA57210,2775,2610,5388,132,109,242,350,309,655,168,138,303,95,87,183,222,233,455,299,279,573,388,383,769,447,459,910,434,396,823,192,160,352,49,61,117,89,93,181,1952,1781,3736,505,528,1033,2244,2181,4425,167,173,338,2258,2210,4465,48,1278,626,225,1491,0.8,1181,2.3,1900,488,1324,3715,84,3736,0,0,0,0,5,0,3,3,0,397,3,6,36,0,0,6,0,3,0,9,5,7,0,0,9,0,0,0,0,26,123,0,8,0,53,4,0,27,0,48,0,0,7,0,19,7,15,10,90,619,22,1908,11,108,0,27,2573,736,342,159,500,596,67,164,11,137,52,162,106,113,0,17,17,63,44,146,181,232,22,75,101
470,LGA57280,8229,7449,15684,722,692,1411,1228,1237,2469,436,382,820,420,418,844,1506,1561,3066,1507,1323,2832,1130,893,2024,959,653,1608,247,223,468,61,49,111,13,16,33,1435,1476,2916,5258,4865,10123,1675,1549,3226,5708,5200,10907,1127,1147,2277,6017,5513,11529,32,1517,1532,225,3264,0.9,2865,2.7,3486,2147,3471,9107,4,10123,5,5,11,0,20,3,63,12,7,315,31,19,39,10,8,206,99,7,0,46,8,3,14,4,45,0,13,13,5,7,815,11,12,20,451,8,5,59,39,200,47,9,92,13,34,33,10,101,233,2331,213,5128,208,483,10,114,6887,2650,1505,249,1747,19,2031,304,140,510,218,469,320,826,25,35,144,161,209,427,576,710,52,274,345
471,LGA57350,459,504,961,30,22,52,42,57,98,15,13,29,11,7,21,32,50,87,40,37,81,54,68,121,77,91,160,104,87,190,41,42,81,16,23,39,34,40,74,302,328,631,41,50,91,324,364,685,7,10,21,320,365,688,54,800,607,130,1445,0.7,1129,2.2,291,62,188,533,0,631,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,4,0,0,0,0,0,0,0,0,6,0,0,0,0,4,18,0,0,0,6,0,0,0,0,3,0,0,0,0,0,0,0,3,4,239,4,371,3,0,0,0,318,264,47,11,59,123,11,0,4,14,8,18,11,12,0,3,6,3,0,16,33,27,0,7,4
472,LGA57420,1095,987,2085,76,78,155,112,120,234,31,28,58,45,40,84,153,147,297,135,115,257,171,126,299,177,143,323,122,99,221,57,70,126,11,18,32,39,47,88,780,686,1469,198,199,398,911,843,1752,66,58,122,892,808,1703,42,1029,926,250,2019,0.7,1655,2.2,619,228,458,1307,0,1469,0,0,0,0,5,3,3,0,0,109,0,3,10,0,0,13,4,5,0,7,3,0,0,0,5,3,0,0,0,4,73,0,0,0,20,0,0,6,0,51,0,0,7,0,10,3,0,10,42,217,11,738,0,11,3,17,1066,243,155,26,181,223,271,9,7,42,19,43,50,35,0,0,13,22,16,60,60,59,5,27,41
473,LGA57490,67085,68591,135678,4816,4335,9148,10329,9951,20284,4536,4249,8784,4142,3968,8106,8950,9380,18324,8860,9524,18382,8747,9141,17886,7755,7800,15559,5146,5757,10901,2947,3268,6210,853,1225,2083,1771,1829,3605,42870,43853,86720,19759,21550,41310,57543,59190,116738,4967,6083,11049,55827,57986,113812,36,1733,786,330,2077,0.7,1724,2.6,43554,12891,38021,94462,10,86720,46,125,105,17,272,71,282,178,57,16773,105,112,570,23,75,1011,346,62,20,746,267,94,82,28,304,40,130,107,54,491,6606,29,86,87,1418,142,65,2184,244,2507,67,39,454,18,432,239,586,638,2874,7647,1245,53124,781,887,44,933,68611,10061,11941,4704,16640,392,5163,4754,819,6482,1454,6065,3749,2569,354,909,761,2589,2025,5578,5317,7963,791,2338,2952
474,LGA57630,70,37,109,0,0,0,0,0,0,0,0,0,4,0,4,9,8,13,12,0,7,10,7,11,16,10,31,15,11,22,15,0,15,0,0,0,0,0,0,35,21,55,8,7,16,45,26,67,0,3,3,44,26,70,60,1517,675,70,1833,0.6,949,1.5,27,10,31,58,0,55,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,36,0,0,0,0,34,40,0,0,0,13,5,0,0,6,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0
475,LGA57700,16069,16102,32173,1407,1370,2777,2718,2519,5235,961,1007,1969,869,869,1740,2276,2619,4896,2403,2371,4765,2064,2006,4066,1690,1694,3391,1072,1049,2123,500,455,955,113,138,249,472,448,920,11331,11334,22665,3941,4158,8103,13250,13646,26899,1660,1819,3484,13612,14047,27661,33,1972,909,380,2242,0.8,2097,3.0,11150,3215,7252,21610,34,22665,18,9,7,13,76,13,42,24,7,2605,42,28,81,10,13,721,54,24,7,117,72,11,19,6,111,5,78,29,5,180,1099,0,70,36,308,15,15,258,101,575,41,8,48,0,81,35,65,228,645,1406,266,12184,469,392,7,618,15922,2313,3403,1159,4562,349,1252,1172,205,1864,525,1468,772,1007,73,217,218,719,473,885,1135,1862,243,799,826
476,LGA57770,520,507,1031,35,29,61,51,49,109,13,14,28,20,25,49,66,90,152,75,65,133,68,60,124,86,82,166,81,65,145,39,22,63,0,3,8,67,38,101,338,305,641,100,125,220,391,370,763,43,50,97,395,362,756,43,1387,787,220,1818,0.8,1187,2.1,236,130,220,588,0,641,0,0,0,0,0,3,0,0,0,62,0,5,7,0,0,0,4,0,0,6,11,0,0,0,3,0,0,0,0,6,28,0,0,0,11,0,0,3,0,3,0,5,3,0,0,3,0,3,33,168,19,330,0,0,0,3,495,184,61,14,71,21,70,16,7,30,0,44,97,21,0,3,5,10,27,44,27,12,22,8,16
477,LGA57840,21244,22163,43405,1042,981,2025,2260,1934,4194,1352,1094,2449,1729,1741,3465,3307,3302,6604,2797,2920,5719,2538,2739,5276,2388,2771,5155,2263,2508,4773,1121,1382,2503,439,794,1233,327,309,636,12979,13251,26234,7208,7871,15075,16000,16311,32305,4126,4762,8893,17691,18369,36060,39,2200,1010,360,2761,0.8,2004,2.2,14858,3664,14397,32925,30,26234,38,37,102,29,135,59,809,51,53,2604,23,91,141,56,227,897,559,298,67,316,289,169,200,35,1162,10,98,121,134,139,780,18,134,38,283,129,4,430,571,705,180,83,193,41,263,229,78,184,1749,2096,1354,18889,846,1070,89,335,17908,2915,3029,1465,4491,142,1621,752,226,1419,439,1736,1493,762,242,850,497,2956,612,1270,2536,3385,517,700,929
